0.1,-0.07999914667
0.2,-0.1599931734
0.3,-0.2399769607
0.4,-0.3199453895
0.5,-0.3998933419
0.6,-0.4798157012
0.7,-0.5597073526
0.8,-0.6395631828
0.9,-0.7193780812
1,-0.7991469397
1.1,-0.878864653
1.2,-0.9585261193
1.3,-1.03812624
1.4,-1.117659922
1.5,-1.197122073
1.6,-1.276507609
1.7,-1.355811449
1.8,-1.435028517
1.9,-1.514153744
2,-1.593182066
2.1,-1.672108425
2.2,-1.750927769
2.3,-1.829635055
2.4,-1.908225244
2.5,-1.986693308
2.6,-2.065034224
2.7,-2.143242979
2.8,-2.221314566
2.9,-2.299243991
3,-2.377026264
3.1,-2.454656409
3.2,-2.532129456
3.3,-2.609440449
3.4,-2.686584437
3.5,-2.763556486
3.6,-2.840351667
3.7,-2.916965067
3.8,-2.993391783
3.9,-3.069626922
4,-3.145665606
4.1,-3.221502969
4.2,-3.297134156
4.3,-3.372554329
4.4,-3.447758658
4.5,-3.522742333
4.6,-3.597500553
4.7,-3.672028534
4.8,-3.746321507
4.9,-3.820374716
5,-3.894183423
5.1,-3.967742903
5.2,-4.04104845
5.3,-4.11409537
5.4,-4.18687899
5.5,-4.259394651
5.6,-4.331637712
5.7,-4.40360355
5.8,-4.475287558
5.9,-4.54668515
6,-4.617791755
6.1,-4.688602824
6.2,-4.759113823
6.3,-4.829320241
6.4,-4.899217584
6.5,-4.968801378
6.6,-5.038067171
6.7,-5.10701053
6.8,-5.175627041
6.9,-5.243912315
7,-5.311861979
7.1,-5.379471686
7.2,-5.446737109
7.3,-5.513653943
7.4,-5.580217904
7.5,-5.646424734
7.6,-5.712270194
7.7,-5.777750071
7.8,-5.842860174
7.9,-5.907596336
8,-5.971954414
8.1,-6.035930288
8.2,-6.099519865
8.3,-6.162719075
8.4,-6.225523874
8.5,-6.28793024
8.6,-6.349934181
8.7,-6.411531729
8.8,-6.472718941
8.9,-6.533491901
9,-6.59384672
9.1,-6.653779535
9.2,-6.71328651
9.3,-6.772363837
9.4,-6.831007735
9.5,-6.889214451
9.6,-6.94698026
9.7,-7.004301464
9.8,-7.061174395
9.9,-7.117595414
10,-7.173560909
10.1,-7.229067298
10.2,-7.28411103
10.3,-7.338688581
10.4,-7.392796459
10.5,-7.4464312
10.6,-7.499589372
10.7,-7.552267572
10.8,-7.604462431
10.9,-7.656170606
11,-7.707388789
11.1,-7.758113702
11.2,-7.808342098
11.3,-7.858070763
11.4,-7.907296514
11.5,-7.9560162
11.6,-8.004226705
11.7,-8.051924941
11.8,-8.099107858
11.9,-8.145772434
12,-8.191915683
12.1,-8.237534653
12.2,-8.282626423
12.3,-8.327188108
12.4,-8.371216855
12.5,-8.414709848
12.6,-8.457664302
12.7,-8.500077469
12.8,-8.541946633
12.9,-8.583269116
13,-8.624042272
13.1,-8.664263493
13.2,-8.703930204
13.3,-8.743039866
13.4,-8.781589977
13.5,-8.819578069
13.6,-8.857001711
13.7,-8.893858508
13.8,-8.930146101
13.9,-8.965862167
14,-9.001004422
14.1,-9.035570615
14.2,-9.069558535
14.3,-9.102966006
14.4,-9.135790891
14.5,-9.168031088
14.6,-9.199684534
14.7,-9.230749203
14.8,-9.261223108
14.9,-9.291104298
15,-9.32039086
15.1,-9.34908092
15.2,-9.377172642
15.3,-9.404664229
15.4,-9.43155392
15.5,-9.457839994
15.6,-9.483520771
15.7,-9.508594605
15.8,-9.533059892
15.9,-9.556915067
16,-9.580158603
16.1,-9.602789012
16.2,-9.624804845
16.3,-9.646204694
16.4,-9.66698719
16.5,-9.687151001
16.6,-9.706694838
16.7,-9.72561745
16.8,-9.743917626
16.9,-9.761594195
17,-9.778646024
17.1,-9.795072024
17.2,-9.810871143
17.3,-9.826042369
17.4,-9.840584731
17.5,-9.8544973
17.6,-9.867779184
17.7,-9.880429534
17.8,-9.892447539
17.9,-9.903832432
18,-9.914583482
18.1,-9.924700002
18.2,-9.934181345
18.3,-9.943026904
18.4,-9.951236113
18.5,-9.958808445
18.6,-9.965743418
18.7,-9.972040586
18.8,-9.977699547
18.9,-9.982719939
19,-9.98710144
19.1,-9.99084377
19.2,-9.993946689
19.3,-9.996409999
19.4,-9.998233543
19.5,-9.999417202
19.6,-9.999960903
19.7,-9.999864609
19.8,-9.999128328
19.9,-9.997752105
20,-9.99573603
20.1,-9.993080232
20.2,-9.989784879
20.3,-9.985850184
20.4,-9.981276398
20.5,-9.976063813
20.6,-9.970212764
20.7,-9.963723625
20.8,-9.95659681
20.9,-9.948832777
21,-9.940432022
21.1,-9.931395083
21.2,-9.921722537
21.3,-9.911415005
21.4,-9.900473146
21.5,-9.88889766
21.6,-9.876689288
21.7,-9.863848811
21.8,-9.850377051
21.9,-9.83627487
22,-9.821543171
22.1,-9.806182897
22.2,-9.79019503
22.3,-9.773580595
22.4,-9.756340653
22.5,-9.738476309
22.6,-9.719988706
22.7,-9.700879026
22.8,-9.681148494
22.9,-9.660798372
23,-9.639829962
23.1,-9.618244606
23.2,-9.596043685
23.3,-9.573228621
23.4,-9.549800874
23.5,-9.525761943
23.6,-9.501113366
23.7,-9.475856721
